index,mid,label_en,label_zh,zh_note,api_field,db_segment_column,db_event_type,db_event_code,db_event_name,db_event_name_en,db_native_label
46,/m/07q0yl5,Snort,喷鼻息声,AudioSet 原始声音标签：Snort。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07q0yl5,喷鼻息声,Snort,audioset_index_46
47,/m/01b_21,Cough,咳嗽声,咳嗽声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01b_21,咳嗽声,Cough,audioset_index_47
48,/m/0dl9sf8,Throat clearing,清嗓声,清嗓声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0dl9sf8,清嗓声,Throat clearing,audioset_index_48
49,/m/01hsr_,Sneeze,打喷嚏声,打喷嚏声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01hsr_,打喷嚏声,Sneeze,audioset_index_49
50,/m/07ppn3j,Sniff,吸鼻声,吸鼻声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07ppn3j,吸鼻声,Sniff,audioset_index_50
51,/m/06h7j,Run,跑步声,跑步声。可作为现场移动线索。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/06h7j,跑步声,Run,audioset_index_51
52,/m/07qv_x_,Shuffle,拖步/挪步声,AudioSet 原始声音标签：Shuffle。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qv_x_,拖步/挪步声,Shuffle,audioset_index_52
53,/m/07pbtc8,"Walk, footsteps",脚步声,走路/脚步声。可作为人员移动线索。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07pbtc8,脚步声,"Walk, footsteps",audioset_index_53
54,/m/03cczk,"Chewing, mastication",咀嚼声,"AudioSet 原始声音标签：Chewing, mastication。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03cczk,咀嚼声,"Chewing, mastication",audioset_index_54
55,/m/07pdhp0,Biting,咬合声,AudioSet 原始声音标签：Biting。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07pdhp0,咬合声,Biting,audioset_index_55
56,/m/0939n_,Gargling,漱口声,AudioSet 原始声音标签：Gargling。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0939n_,漱口声,Gargling,audioset_index_56
57,/m/01g90h,Stomach rumble,肚子咕噜声,AudioSet 原始声音标签：Stomach rumble。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01g90h,肚子咕噜声,Stomach rumble,audioset_index_57
58,/m/03q5_w,"Burping, eructation",打嗝声,"AudioSet 原始声音标签：Burping, eructation。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03q5_w,打嗝声,"Burping, eructation",audioset_index_58
59,/m/02p3nc,Hiccup,呃逆声,AudioSet 原始声音标签：Hiccup。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02p3nc,呃逆声,Hiccup,audioset_index_59
60,/m/02_nn,Fart,放屁声,AudioSet 原始声音标签：Fart。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02_nn,放屁声,Fart,audioset_index_60
61,/m/0k65p,Hands,手部声音,AudioSet 原始声音标签：Hands。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0k65p,手部声音,Hands,audioset_index_61
62,/m/025_jnm,Finger snapping,打响指,AudioSet 原始声音标签：Finger snapping。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/025_jnm,打响指,Finger snapping,audioset_index_62
63,/m/0l15bq,Clapping,拍手声,AudioSet 原始声音标签：Clapping。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0l15bq,拍手声,Clapping,audioset_index_63
64,/m/01jg02,"Heart sounds, heartbeat",心音/心跳声,心跳声。通常不作为报警远场音频重点。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01jg02,心音/心跳声,"Heart sounds, heartbeat",audioset_index_64
65,/m/01jg1z,Heart murmur,心脏杂音,AudioSet 原始声音标签：Heart murmur。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01jg1z,心脏杂音,Heart murmur,audioset_index_65
66,/m/053hz1,Cheering,欢呼声,欢呼声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/053hz1,欢呼声,Cheering,audioset_index_66
67,/m/028ght,Applause,鼓掌声,鼓掌声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/028ght,鼓掌声,Applause,audioset_index_67
68,/m/07rkbfh,Chatter,嘈杂交谈声,嘈杂交谈声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07rkbfh,嘈杂交谈声,Chatter,audioset_index_68
69,/m/03qtwd,Crowd,人群声,人群声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03qtwd,人群声,Crowd,audioset_index_69
70,/m/07qfr4h,"Hubbub, speech noise, speech babble",人群嘈杂语音,人群嘈杂语音噪声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qfr4h,人群嘈杂语音,"Hubbub, speech noise, speech babble",audioset_index_70
71,/t/dd00013,Children playing,儿童玩耍声,儿童玩耍声。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/t/dd00013,儿童玩耍声,Children playing,audioset_index_71
72,/m/0jbk,Animal,动物声,AudioSet 原始声音标签：Animal。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0jbk,动物声,Animal,audioset_index_72
73,/m/068hy,"Domestic animals, pets",家养动物/宠物声,"AudioSet 原始声音标签：Domestic animals, pets。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/068hy,家养动物/宠物声,"Domestic animals, pets",audioset_index_73
74,/m/0bt9lr,Dog,狗声,AudioSet 原始声音标签：Dog。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0bt9lr,狗声,Dog,audioset_index_74
75,/m/05tny_,Bark,狗叫声,AudioSet 原始声音标签：Bark。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/05tny_,狗叫声,Bark,audioset_index_75
76,/m/07r_k2n,Yip,小狗尖叫声,AudioSet 原始声音标签：Yip。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07r_k2n,小狗尖叫声,Yip,audioset_index_76
77,/m/07qf0zm,Howl,嚎叫声,AudioSet 原始声音标签：Howl。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qf0zm,嚎叫声,Howl,audioset_index_77
78,/m/07rc7d9,Bow-wow,汪汪声,AudioSet 原始声音标签：Bow-wow。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07rc7d9,汪汪声,Bow-wow,audioset_index_78
79,/m/0ghcn6,Growling,低吼声,AudioSet 原始声音标签：Growling。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0ghcn6,低吼声,Growling,audioset_index_79
80,/t/dd00136,Whimper (dog),狗呜咽声,AudioSet 原始声音标签：Whimper (dog)。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/t/dd00136,狗呜咽声,Whimper (dog),audioset_index_80
81,/m/01yrx,Cat,猫声,AudioSet 原始声音标签：Cat。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01yrx,猫声,Cat,audioset_index_81
82,/m/02yds9,Purr,猫呼噜声,AudioSet 原始声音标签：Purr。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/02yds9,猫呼噜声,Purr,audioset_index_82
83,/m/07qrkrw,Meow,猫叫声,AudioSet 原始声音标签：Meow。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qrkrw,猫叫声,Meow,audioset_index_83
84,/m/07rjwbb,Hiss,嘶嘶声,AudioSet 原始声音标签：Hiss。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07rjwbb,嘶嘶声,Hiss,audioset_index_84
85,/m/07r81j2,Caterwaul,猫嚎声,AudioSet 原始声音标签：Caterwaul。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07r81j2,猫嚎声,Caterwaul,audioset_index_85
86,/m/0ch8v,"Livestock, farm animals, working animals",牲畜/农场动物声,"AudioSet 原始声音标签：Livestock, farm animals, working animals。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0ch8v,牲畜/农场动物声,"Livestock, farm animals, working animals",audioset_index_86
87,/m/03k3r,Horse,马声,AudioSet 原始声音标签：Horse。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03k3r,马声,Horse,audioset_index_87
88,/m/07rv9rh,Clip-clop,马蹄声,AudioSet 原始声音标签：Clip-clop。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07rv9rh,马蹄声,Clip-clop,audioset_index_88
89,/m/07q5rw0,"Neigh, whinny",马嘶声,"AudioSet 原始声音标签：Neigh, whinny。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07q5rw0,马嘶声,"Neigh, whinny",audioset_index_89
90,/m/01xq0k1,"Cattle, bovinae",牛类声音,"AudioSet 原始声音标签：Cattle, bovinae。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01xq0k1,牛类声音,"Cattle, bovinae",audioset_index_90
91,/m/07rpkh9,Moo,牛叫声,AudioSet 原始声音标签：Moo。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07rpkh9,牛叫声,Moo,audioset_index_91
92,/m/0239kh,Cowbell,牛铃声,AudioSet 原始声音标签：Cowbell。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0239kh,牛铃声,Cowbell,audioset_index_92
93,/m/068zj,Pig,猪声,AudioSet 原始声音标签：Pig。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/068zj,猪声,Pig,audioset_index_93
94,/t/dd00018,Oink,猪叫声,AudioSet 原始声音标签：Oink。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/t/dd00018,猪叫声,Oink,audioset_index_94
95,/m/03fwl,Goat,山羊声,AudioSet 原始声音标签：Goat。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/03fwl,山羊声,Goat,audioset_index_95
96,/m/07q0h5t,Bleat,咩叫声,AudioSet 原始声音标签：Bleat。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07q0h5t,咩叫声,Bleat,audioset_index_96
97,/m/07bgp,Sheep,绵羊声,AudioSet 原始声音标签：Sheep。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07bgp,绵羊声,Sheep,audioset_index_97
98,/m/025rv6n,Fowl,家禽声,AudioSet 原始声音标签：Fowl。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/025rv6n,家禽声,Fowl,audioset_index_98
99,/m/09b5t,"Chicken, rooster",鸡/公鸡声,"AudioSet 原始声音标签：Chicken, rooster。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/09b5t,鸡/公鸡声,"Chicken, rooster",audioset_index_99
100,/m/07st89h,Cluck,咯咯声,AudioSet 原始声音标签：Cluck。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07st89h,咯咯声,Cluck,audioset_index_100
101,/m/07qn5dc,"Crowing, cock-a-doodle-doo",公鸡打鸣声,"AudioSet 原始声音标签：Crowing, cock-a-doodle-doo。第一版只保存该标签概率，不直接转换为报警业务结论。",timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qn5dc,公鸡打鸣声,"Crowing, cock-a-doodle-doo",audioset_index_101
102,/m/01rd7k,Turkey,火鸡声,AudioSet 原始声音标签：Turkey。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/01rd7k,火鸡声,Turkey,audioset_index_102
103,/m/07svc2k,Gobble,火鸡咯咯声,AudioSet 原始声音标签：Gobble。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07svc2k,火鸡咯咯声,Gobble,audioset_index_103
104,/m/09ddx,Duck,鸭声,AudioSet 原始声音标签：Duck。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/09ddx,鸭声,Duck,audioset_index_104
105,/m/07qdb04,Quack,鸭叫声,AudioSet 原始声音标签：Quack。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/07qdb04,鸭叫声,Quack,audioset_index_105
106,/m/0dbvp,Goose,鹅声,AudioSet 原始声音标签：Goose。第一版只保存该标签概率，不直接转换为报警业务结论。,timeline[].audioEventScores[],postcall_timeline_segments.audio_event_scores,audio_event_score,/m/0dbvp,鹅声,Goose,audioset_index_106
